Deal Date,Security Code,Company,Client Name,Deal Type,Quantity,Price
02/09/2021,500800,TATACONSUM,GSAM L P A/C GOLDMAN SACHS VARIABLE INS TRUST G S INTL EQUITY FUND,P,3099446,867.40
02/09/2021,500800,TATACONSUM,GSAM L P A/C GOLDMAN SACHS VARIABLE INS TRUST G S INTL EQUITY FUND,S,3099446,867.40
02/09/2021,524494,IPCALAB,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,927874,2531.90
02/09/2021,524494,IPCALAB,GOLDMAN SACHS INDIA FUND LIMITED,S,927874,2531.90
02/09/2021,524200,VINATIORGA,GSAM L P A/C GOLDMAN SACHS VARIABLE INS TRUST G S INTL EQUITY FUND,P,647839,1790.80
02/09/2021,524200,VINATIORGA,GSAM L P A/C GOLDMAN SACHS VARIABLE INS TRUST G S INTL EQUITY FUND,S,647839,1790.80
02/09/2021,543245,GLAND,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,400293,3903.05
02/09/2021,543245,GLAND,GOLDMAN SACHS INDIA FUND LIMITED,S,400293,3903.05
02/09/2021,540902,AMBER,GSAM L P A/C GOLDMAN SACHS VARIABLE INS TRUST G S INTL EQUITY FUND,P,304300,3027.15
02/09/2021,540902,AMBER,GSAM L P A/C GOLDMAN SACHS VARIABLE INS TRUST G S INTL EQUITY FUND,S,304300,3027.15
02/09/2021,500027,ATUL,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,173831,9238.45
02/09/2021,500027,ATUL,GOLDMAN SACHS INDIA FUND LIMITED,S,173831,9238.45
03/09/2021,500243,KIRLOSIND,ANUJ ANANTRAI SHETH,P,80000,1407.00
03/09/2021,500243,KIRLOSIND,INDIA CAPITAL MANAGEMENT LIMITED A/C INDIA CAPITAL FUND LIMITED,S,80000,1407.00
03/09/2021,500243,KIRLOSIND,INDIA CAPITAL MANAGEMENT LIMITED A/C INDIA CAPITAL FUND LIMITED,S,76984,1407.00
03/09/2021,500243,KIRLOSIND,GAGANDEEP CREDIT CAPITAL PRIVATE LIMITED,P,76984,1407.00
06/09/2021,504000,ELPROINTL,I G E (INDIA) PRIVATE LIMITED,P,13480000,55.00
06/09/2021,504000,ELPROINTL,INTERNATIONAL CONVEYORS LIMITED,S,13480000,55.00
07/09/2021,500440,HINDALCO,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,6176216,469.20
07/09/2021,500440,HINDALCO,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,6176216,469.20
07/09/2021,500038,BALRAMCHIN,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,4333235,364.70
07/09/2021,500038,BALRAMCHIN,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,4333235,364.70
07/09/2021,532313,MAHLIFE,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,865775,818.45
07/09/2021,532313,MAHLIFE,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,865775,818.45
07/09/2021,532029,SINDHUTRAD,MANAK VANIJYA PRIVATE LIMITED,S,651000,156.00
07/09/2021,532029,SINDHUTRAD,VIKAS LIFECARE LIMITED,P,651000,156.00
07/09/2021,533155,JUBLFOOD,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,533395,4152.95
07/09/2021,533155,JUBLFOOD,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,533395,4152.95
07/09/2021,532541,COFORGE,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,414520,5282.45
07/09/2021,532541,COFORGE,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,414520,5282.45
09/09/2021,500469,FEDERALBNK,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,11339015,83.05
09/09/2021,500469,FEDERALBNK,GOLDMAN SACHS INDIA LIMITED,S,11339015,83.05
09/09/2021,539336,GUJGASLTD,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,2433514,688.90
09/09/2021,539336,GUJGASLTD,GOLDMAN SACHS INDIA FUND LIMITED,S,2433514,688.90
09/09/2021,533273,OBEROIRLTY,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1690681,774.40
09/09/2021,533273,OBEROIRLTY,GOLDMAN SACHS INDIA FUND LIMITED,S,1690681,774.40
09/09/2021,532929,BRIGADE,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1417910,401.45
09/09/2021,532929,BRIGADE,GOLDMAN SACHS INDIA LIMITED,S,1417910,401.45
09/09/2021,500180,HDFCBANK,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,787098,1577.10
09/09/2021,500180,HDFCBANK,GOLDMAN SACHS INDIA FUND LIMITED,S,787098,1577.10
09/09/2021,532187,INDUSINDBK,SOCIETE GENERALE,P,736996,987.50
09/09/2021,532187,INDUSINDBK,UBS PRINCIPAL CAPITAL ASIA LIMITED,S,736996,987.50
09/09/2021,532777,NAUKRI,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,519283,6720.45
09/09/2021,532777,NAUKRI,GOLDMAN SACHS INDIA LIMITED,S,519283,6720.45
09/09/2021,500495,ESCORTS,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,481324,1383.00
09/09/2021,500495,ESCORTS,GOLDMAN SACHS INDIA LIMITED,S,481324,1383.00
13/09/2021,532029,SINDHUTRAD,MANAK VANIJYA PRIVATE LIMITED,S,555000,180.60
13/09/2021,532029,SINDHUTRAD,STEPPING STONE CONSTRUCTION PRIVATE LIMITED,P,555000,180.60
14/09/2021,543330,DEVYANI,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,3714480,115.20
14/09/2021,543330,DEVYANI,GOLDMAN SACHS INDIA LIMITED,S,3714480,115.20
14/09/2021,543300,SONACOMS,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,3553374,583.55
14/09/2021,543300,SONACOMS,GOLDMAN SACHS INDIA LIMITED,S,3553374,583.55
14/09/2021,517569,KEI,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1472757,804.90
14/09/2021,517569,KEI,GOLDMAN SACHS INDIA LIMITED,S,1472757,804.90
14/09/2021,500247,KOTAKBANK,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1424768,1836.80
14/09/2021,500247,KOTAKBANK,GOLDMAN SACHS INDIA LIMITED,S,1424768,1836.80
14/09/2021,533033,ISGEC,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1383655,729.45
14/09/2021,533033,ISGEC,GOLDMAN SACHS INDIA LIMITED,S,1383655,729.45
14/09/2021,500233,KAJARIACER,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1362000,1172.60
14/09/2021,500233,KAJARIACER,GOLDMAN SACHS INDIA LIMITED,S,1362000,1172.60
14/09/2021,532644,JKCEMENT,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,346260,3471.85
14/09/2021,532644,JKCEMENT,GOLDMAN SACHS INDIA LIMITED,S,346260,3471.85
15/09/2021,500365,WELSPLSOL,HANUMAN FREIGHT AND CARRIERS PRIVATE LIMITED,P,15100000,13.86
15/09/2021,500365,WELSPLSOL,REMI FINANCE AND INVESTMENTS PRIVATE LIMITED,S,15100000,13.86
16/09/2021,532187,INDUSINDBK,SOCIETE GENERALE,P,3391381,1043.50
16/09/2021,532187,INDUSINDBK,UBS PRINCIPAL CAPITAL ASIA LIMITED,S,3391381,1043.50
16/09/2021,531642,MARICO,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,3098442,561.75
16/09/2021,531642,MARICO,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,3098442,561.75
16/09/2021,540900,NEWGEN,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,2678786,607.85
16/09/2021,540900,NEWGEN,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,2678786,607.85
16/09/2021,543277,LXCHEM,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1995234,598.15
16/09/2021,543277,LXCHEM,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,1995234,598.15
16/09/2021,539268,SYNGENE,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1815280,666.20
16/09/2021,539268,SYNGENE,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,1815280,666.20
16/09/2021,540768,MAHLOG,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,1630031,713.85
16/09/2021,540768,MAHLOG,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1630031,713.85
16/09/2021,500257,LUPIN,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1265614,989.80
16/09/2021,500257,LUPIN,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,1265614,989.80
16/09/2021,540115,LTTS,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,412348,4573.20
16/09/2021,540115,LTTS,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,S,412348,4573.20
20/09/2021,543265,RAILTEL,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,6963219,130.65
20/09/2021,543265,RAILTEL,GOLDMAN SACHS INDIA FUND LIMITED,S,6963219,130.65
20/09/2021,500112,SBIN,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,6706742,454.05
20/09/2021,500112,SBIN,GOLDMAN SACHS INDIA FUND LIMITED,S,6706742,454.05
20/09/2021,539150,PNCINFRA,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,4407843,369.45
20/09/2021,539150,PNCINFRA,GOLDMAN SACHS INDIA FUND LIMITED,S,4407843,369.45
20/09/2021,542812,FLUOROCHEM,INOX LEASING AND FINANCE LIMITED,P,2019260,1672.30
20/09/2021,542812,FLUOROCHEM,SIDDHO MAL TRADING LLP,S,2019260,1672.30
20/09/2021,543066,SBICARD,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,1408831,1078.00
20/09/2021,543066,SBICARD,GOLDMAN SACHS INDIA FUND LIMITED,S,1408831,1078.00
20/09/2021,542812,FLUOROCHEM,INOX CHEMICALS LLP,S,808330,1672.30
20/09/2021,542812,FLUOROCHEM,INOX LEASING AND FINANCE LIMITED,P,808330,1672.30
20/09/2021,543213,ROSSARI,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,666135,1478.65
20/09/2021,543213,ROSSARI,GOLDMAN SACHS INDIA FUND LIMITED,S,666135,1478.65
20/09/2021,500440,HINDALCO,QIC LISTED EQUITIES FUND,P,412920,451.00
20/09/2021,500440,HINDALCO,QUEENSLAND INVESTMENT TRUST NO 2,S,412920,451.00
20/09/2021,533179,PERSISTENT,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,402479,3539.35
20/09/2021,533179,PERSISTENT,GOLDMAN SACHS INDIA FUND LIMITED,S,402479,3539.35
20/09/2021,500228,JSWSTEEL,QIC LISTED EQUITIES FUND,P,243001,658.50
20/09/2021,500228,JSWSTEEL,QUEENSLAND INVESTMENT TRUST NO 2,S,243001,658.50
20/09/2021,500470,TATASTEEL,QIC LISTED EQUITIES FUND,P,164147,1291.00
20/09/2021,500470,TATASTEEL,QUEENSLAND INVESTMENT TRUST NO 2,S,164147,1291.00
20/09/2021,543333,CARTRADE,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,P,162234,1452.25
20/09/2021,543333,CARTRADE,GOLDMAN SACHS INDIA FUND LIMITED,S,162234,1452.25
20/09/2021,500300,GRASIM,QIC LISTED EQUITIES FUND,P,72650,1546.00
20/09/2021,500300,GRASIM,QUEENSLAND INVESTMENT TRUST NO 2,S,72650,1546.00
21/09/2021,500570,TATAMOTORS,QIC LISTED EQUITIES FUND,P,473680,299.50
21/09/2021,500570,TATAMOTORS,QUEENSLAND INVESTMENT TRUST NO 2,S,473680,299.50
21/09/2021,543297,IWEL,INOX CHEMICALS LLP,S,295523,647.10
21/09/2021,543297,IWEL,VIVEK KUMAR JAIN,P,295523,647.10
21/09/2021,500520,M&M,QIC LISTED EQUITIES FUND,P,226403,737.50
21/09/2021,500520,M&M,QUEENSLAND INVESTMENT TRUST NO 2,S,226403,737.50
21/09/2021,543297,IWEL,SIDDHO MAL TRADING LLP,S,201926,647.10
21/09/2021,543297,IWEL,VIVEK KUMAR JAIN,P,201926,647.10
21/09/2021,500325,RELIANCE,QIC LISTED EQUITIES FUND,P,146356,2401.00
21/09/2021,500325,RELIANCE,QUEENSLAND INVESTMENT TRUST NO 2,S,146356,2401.00
21/09/2021,500510,LT,QUEENSLAND INVESTMENT TRUST NO 2,S,107245,1702.00
21/09/2021,500510,LT,QIC LISTED EQUITIES FUND,P,107245,1702.00
22/09/2021,500173,GFLLIMITED,INOX LEASING AND FINANCE LIMITED,S,14787953,70.90
22/09/2021,500173,GFLLIMITED,SIDDHARTH  JAIN,P,14787953,70.90
22/09/2021,500173,GFLLIMITED,DEVANSH  JAIN,P,14539436,70.90
22/09/2021,500173,GFLLIMITED,INOX LEASING AND FINANCE LIMITED,S,14539436,70.90
22/09/2021,532174,ICICIBANK,GOLDMAN SACHS INDIA FUND LIMITED,S,11700000,711.25
22/09/2021,532174,ICICIBANK,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,P,11700000,711.25
22/09/2021,500173,GFLLIMITED,INOX LEASING AND FINANCE LIMITED,S,8344019,70.90
22/09/2021,500173,GFLLIMITED,VIVEK KUMAR JAIN,P,8344019,70.90
22/09/2021,500173,GFLLIMITED,PAVAN KUMAR JAIN,P,7147316,70.90
22/09/2021,500173,GFLLIMITED,INOX LEASING AND FINANCE LIMITED,S,7147316,70.90
22/09/2021,500173,GFLLIMITED,NAYANTARA  JAIN,P,6817877,70.90
22/09/2021,500173,GFLLIMITED,INOX LEASING AND FINANCE LIMITED,S,6817877,70.90
22/09/2021,500173,GFLLIMITED,INOX LEASING AND FINANCE LIMITED,S,6512420,70.90
22/09/2021,500173,GFLLIMITED,NANDITA  JAIN,P,6512420,70.90
22/09/2021,500112,SBIN,QIC LISTED EQUITIES FUND,P,266230,439.00
22/09/2021,500112,SBIN,QUEENSLAND INVESTMENT TRUST NO 2,S,266230,439.00
22/09/2021,532174,ICICIBANK,QIC LISTED EQUITIES FUND,P,262103,711.00
22/09/2021,532174,ICICIBANK,QUEENSLAND INVESTMENT TRUST NO 2,S,262103,711.00
22/09/2021,532215,AXISBANK,QIC LISTED EQUITIES FUND,P,137712,794.50
22/09/2021,532215,AXISBANK,QUEENSLAND INVESTMENT TRUST NO 2,S,137712,794.50
23/09/2021,532648,YESBANK,ISHARES MSCI EMERGING MARKETS ETF,P,10389128,13.15
23/09/2021,532648,YESBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,10389128,13.15
23/09/2021,500173,GFLLIMITED,DEVANSH TRADEMART LLP,S,6662360,77.75
23/09/2021,500173,GFLLIMITED,VIVEK KUMAR JAIN,P,6662360,77.75
23/09/2021,532174,ICICIBANK,ISHARES MSCI EMERGING MARKETS ETF,P,4811710,703.35
23/09/2021,532174,ICICIBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,4811710,703.35
23/09/2021,532555,NTPC,ISHARES MSCI EMERGING MARKETS ETF,P,4454240,124.40
23/09/2021,532555,NTPC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,4454240,124.40
23/09/2021,500209,INFY,ISHARES MSCI EMERGING MARKETS ETF,P,3197474,1716.90
23/09/2021,500209,INFY,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,3197474,1716.90
23/09/2021,500173,GFLLIMITED,PAVAN KUMAR JAIN,P,3042261,77.75
23/09/2021,500173,GFLLIMITED,SIDDHAPAVAN TRADING LLP,S,3042261,77.75
23/09/2021,532898,POWERGRID,ISHARES MSCI EMERGING MARKETS ETF,P,2926202,176.75
23/09/2021,532898,POWERGRID,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2926202,176.75
23/09/2021,500875,ITC,ISHARES MSCI EMERGING MARKETS ETF,P,2710571,243.50
23/09/2021,500875,ITC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2710571,243.50
23/09/2021,500325,RELIANCE,ISHARES MSCI EMERGING MARKETS ETF,P,2678197,2430.50
23/09/2021,500325,RELIANCE,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2678197,2430.50
23/09/2021,500173,GFLLIMITED,SIDDHAPAVAN TRADING LLP,S,2534179,77.75
23/09/2021,500173,GFLLIMITED,NAYANTARA  JAIN,P,2534179,77.75
23/09/2021,500312,ONGC,ISHARES MSCI EMERGING MARKETS ETF,P,2342349,133.65
23/09/2021,500312,ONGC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2342349,133.65
23/09/2021,532454,BHARTIARTL,ISHARES MSCI EMERGING MARKETS ETF,P,2321117,726.75
23/09/2021,532454,BHARTIARTL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2321117,726.75
23/09/2021,532215,AXISBANK,ISHARES MSCI EMERGING MARKETS ETF,P,2129178,788.35
23/09/2021,532215,AXISBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2129178,788.35
23/09/2021,530965,IOC,ISHARES MSCI EMERGING MARKETS ETF,P,1693131,116.45
23/09/2021,530965,IOC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1693131,116.45
23/09/2021,500112,SBIN,ISHARES MSCI EMERGING MARKETS ETF,P,1661018,438.85
23/09/2021,500112,SBIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1661018,438.85
23/09/2021,500010,HDFC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1610701,2734.70
23/09/2021,500010,HDFC,ISHARES MSCI EMERGING MARKETS ETF,P,1610701,2734.70
23/09/2021,500570,TATAMOTORS,ISHARES MSCI EMERGING MARKETS ETF,P,1555240,310.10
23/09/2021,500570,TATAMOTORS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1555240,310.10
23/09/2021,500440,HINDALCO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1512362,463.00
23/09/2021,500440,HINDALCO,ISHARES MSCI EMERGING MARKETS ETF,P,1512362,463.00
23/09/2021,532155,GAIL,ISHARES MSCI EMERGING MARKETS ETF,P,1479136,150.00
23/09/2021,532155,GAIL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1479136,150.00
23/09/2021,533278,COALINDIA,ISHARES MSCI EMERGING MARKETS ETF,P,1422968,162.10
23/09/2021,533278,COALINDIA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1422968,162.10
23/09/2021,507685,WIPRO,ISHARES MSCI EMERGING MARKETS ETF,P,1285836,668.15
23/09/2021,507685,WIPRO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1285836,668.15
23/09/2021,517334,MOTHERSON,ISHARES MSCI EMERGING MARKETS ETF,P,1185909,224.80
23/09/2021,517334,MOTHERSON,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1185909,224.80
23/09/2021,500049,BEL,ISHARES MSCI EMERGING MARKETS ETF,P,1154225,205.95
23/09/2021,500049,BEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1154225,205.95
23/09/2021,500295,VEDL,ISHARES MSCI EMERGING MARKETS ETF,P,1066348,294.90
23/09/2021,500295,VEDL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1066348,294.90
23/09/2021,532281,HCLTECH,ISHARES MSCI EMERGING MARKETS ETF,P,1017470,1315.50
23/09/2021,532281,HCLTECH,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1017470,1315.50
23/09/2021,532540,TCS,ISHARES MSCI EMERGING MARKETS ETF,P,866400,3862.15
23/09/2021,532540,TCS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,866400,3862.15
23/09/2021,500520,M&M,ISHARES MSCI EMERGING MARKETS ETF,P,821727,752.50
23/09/2021,500520,M&M,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,821727,752.50
23/09/2021,532955,RECLTD,ISHARES MSCI EMERGING MARKETS ETF,P,806332,152.60
23/09/2021,532955,RECLTD,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,806332,152.60
23/09/2021,500547,BPCL,ISHARES MSCI EMERGING MARKETS ETF,P,801525,420.15
23/09/2021,500547,BPCL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,801525,420.15
23/09/2021,500228,JSWSTEEL,ISHARES MSCI EMERGING MARKETS ETF,P,799629,678.55
23/09/2021,500228,JSWSTEEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,799629,678.55
23/09/2021,524715,SUNPHARMA,ISHARES MSCI EMERGING MARKETS ETF,P,787443,770.10
23/09/2021,524715,SUNPHARMA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,787443,770.10
23/09/2021,500696,HINDUNILVR,ISHARES MSCI EMERGING MARKETS ETF,P,772999,2784.50
23/09/2021,500696,HINDUNILVR,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,772999,2784.50
23/09/2021,540777,HDFCLIFE,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,749204,733.05
23/09/2021,540777,HDFCLIFE,ISHARES MSCI EMERGING MARKETS ETF,P,749204,733.05
23/09/2021,500470,TATASTEEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,669884,1305.80
23/09/2021,500470,TATASTEEL,ISHARES MSCI EMERGING MARKETS ETF,P,669884,1305.80
23/09/2021,500425,AMBUJACEM,ISHARES MSCI EMERGING MARKETS ETF,P,668761,419.50
23/09/2021,500425,AMBUJACEM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,668761,419.50
23/09/2021,532522,PETRONET,ISHARES MSCI EMERGING MARKETS ETF,P,653277,233.15
23/09/2021,532522,PETRONET,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,653277,233.15
23/09/2021,500510,LT,ISHARES MSCI EMERGING MARKETS ETF,P,644138,1710.90
23/09/2021,500510,LT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,644138,1710.90
23/09/2021,500104,HINDPETRO,ISHARES MSCI EMERGING MARKETS ETF,P,606101,276.60
23/09/2021,500104,HINDPETRO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,606101,276.60
23/09/2021,541153,BANDHANBNK,ISHARES MSCI EMERGING MARKETS ETF,P,601955,284.00
23/09/2021,541153,BANDHANBNK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,601955,284.00
23/09/2021,534816,INDUSTOWER,ISHARES MSCI EMERGING MARKETS ETF,P,601544,273.35
23/09/2021,534816,INDUSTOWER,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,601544,273.35
23/09/2021,532755,TECHM,ISHARES MSCI EMERGING MARKETS ETF,P,591036,1513.60
23/09/2021,532755,TECHM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,591036,1513.60
23/09/2021,532868,DLF,ISHARES MSCI EMERGING MARKETS ETF,P,587196,369.05
23/09/2021,532868,DLF,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,587196,369.05
23/09/2021,500800,TATACONSUM,ISHARES MSCI EMERGING MARKETS ETF,P,572676,854.15
23/09/2021,500800,TATACONSUM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,572676,854.15
23/09/2021,500096,DABUR,ISHARES MSCI EMERGING MARKETS ETF,P,553521,648.40
23/09/2021,500096,DABUR,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,553521,648.40
23/09/2021,500247,KOTAKBANK,ISHARES MSCI EMERGING MARKETS ETF,P,516552,1985.55
23/09/2021,500247,KOTAKBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,516552,1985.55
23/09/2021,532921,ADANIPORTS,ISHARES MSCI EMERGING MARKETS ETF,P,474204,745.30
23/09/2021,532921,ADANIPORTS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,474204,745.30
23/09/2021,512070,UPL,ISHARES MSCI EMERGING MARKETS ETF,P,468228,724.90
23/09/2021,512070,UPL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,468228,724.90
23/09/2021,531642,MARICO,ISHARES MSCI EMERGING MARKETS ETF,P,455939,565.20
23/09/2021,531642,MARICO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,455939,565.20
23/09/2021,500087,CIPLA,ISHARES MSCI EMERGING MARKETS ETF,P,448716,963.50
23/09/2021,500087,CIPLA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,448716,963.50
23/09/2021,540719,SBILIFE,ISHARES MSCI EMERGING MARKETS ETF,P,419521,1191.30
23/09/2021,540719,SBILIFE,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,419521,1191.30
23/09/2021,511243,CHOLAFIN,ISHARES MSCI EMERGING MARKETS ETF,P,389754,571.05
23/09/2021,511243,CHOLAFIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,389754,571.05
23/09/2021,532523,BIOCON,ISHARES MSCI EMERGING MARKETS ETF,P,372871,367.55
23/09/2021,532523,BIOCON,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,372871,367.55
23/09/2021,541450,ADANIGREEN,ISHARES MSCI EMERGING MARKETS ETF,P,370988,1141.55
23/09/2021,541450,ADANIGREEN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,370988,1141.55
23/09/2021,500820,ASIANPAINT,ISHARES MSCI EMERGING MARKETS ETF,P,360784,3317.50
23/09/2021,500820,ASIANPAINT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,360784,3317.50
23/09/2021,532424,GODREJCP,ISHARES MSCI EMERGING MARKETS ETF,P,346413,1054.45
23/09/2021,532424,GODREJCP,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,346413,1054.45
23/09/2021,540133,ICICIPRULI,ISHARES MSCI EMERGING MARKETS ETF,P,339329,687.85
23/09/2021,540133,ICICIPRULI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,339329,687.85
