Deal Date,Security Code,Company,Client Name,Deal Type,Quantity,Price
11/10/2021,500257,LUPIN,ISHARES MSCI EMERGING MARKETS ETF,P,204132,947.30
11/10/2021,500257,LUPIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,204132,947.30
11/10/2021,540716,ICICIGI,ISHARES MSCI EMERGING MARKETS ETF,P,198592,1529.40
11/10/2021,540716,ICICIGI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,198592,1529.40
11/10/2021,511218,SHRIRAMFIN,ISHARES MSCI EMERGING MARKETS ETF,P,182735,1330.95
11/10/2021,511218,SHRIRAMFIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,182735,1330.95
11/10/2021,500251,TRENT,ISHARES MSCI EMERGING MARKETS ETF,P,176191,1103.35
11/10/2021,500251,TRENT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,176191,1103.35
11/10/2021,540376,DMART,ISHARES MSCI EMERGING MARKETS ETF,P,151261,4407.95
11/10/2021,540376,DMART,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,151261,4407.95
11/10/2021,500331,PIDILITIND,ISHARES MSCI EMERGING MARKETS ETF,P,141639,2441.60
11/10/2021,500331,PIDILITIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,141639,2441.60
11/10/2021,505200,EICHERMOT,ISHARES MSCI EMERGING MARKETS ETF,P,125912,2817.95
11/10/2021,505200,EICHERMOT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,125912,2817.95
11/10/2021,532500,MARUTI,ISHARES MSCI EMERGING MARKETS ETF,P,123565,7430.00
11/10/2021,532500,MARUTI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,123565,7430.00
11/10/2021,532488,DIVISLAB,ISHARES MSCI EMERGING MARKETS ETF,P,123257,5071.30
11/10/2021,532488,DIVISLAB,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,123257,5071.30
11/10/2021,533398,MUTHOOTFIN,ISHARES MSCI EMERGING MARKETS ETF,P,117600,1519.65
11/10/2021,533398,MUTHOOTFIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,117600,1519.65
11/10/2021,500182,HEROMOTOCO,ISHARES MSCI EMERGING MARKETS ETF,P,109717,2842.10
11/10/2021,500182,HEROMOTOCO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,109717,2842.10
11/10/2021,500124,DRREDDY,ISHARES MSCI EMERGING MARKETS ETF,P,106487,4849.20
11/10/2021,500124,DRREDDY,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,106487,4849.20
11/10/2021,500830,COLPAL,ISHARES MSCI EMERGING MARKETS ETF,P,105793,1687.65
11/10/2021,500830,COLPAL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,105793,1687.65
11/10/2021,500825,BRITANNIA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,99674,3883.30
11/10/2021,500825,BRITANNIA,ISHARES MSCI EMERGING MARKETS ETF,P,99674,3883.30
11/10/2021,500302,PEL,ISHARES MSCI EMERGING MARKETS ETF,P,95156,2736.25
11/10/2021,500302,PEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,95156,2736.25
11/10/2021,532538,ULTRACEMCO,ISHARES MSCI EMERGING MARKETS ETF,P,94322,7335.75
11/10/2021,532538,ULTRACEMCO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,94322,7335.75
11/10/2021,508869,APOLLOHOSP,ISHARES MSCI EMERGING MARKETS ETF,P,93813,4379.25
11/10/2021,508869,APOLLOHOSP,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,93813,4379.25
11/10/2021,539448,INDIGO,ISHARES MSCI EMERGING MARKETS ETF,P,90082,1962.50
11/10/2021,539448,INDIGO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,90082,1962.50
11/10/2021,502355,BALKRISIND,ISHARES MSCI EMERGING MARKETS ETF,P,86281,2578.90
11/10/2021,502355,BALKRISIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,86281,2578.90
11/10/2021,523642,PIIND,ISHARES MSCI EMERGING MARKETS ETF,P,81247,3282.35
11/10/2021,523642,PIIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,81247,3282.35
11/10/2021,533155,JUBLFOOD,ISHARES MSCI EMERGING MARKETS ETF,P,74249,4006.80
11/10/2021,533155,JUBLFOOD,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,74249,4006.80
11/10/2021,500410,ACC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,73517,2240.90
11/10/2021,500410,ACC,ISHARES MSCI EMERGING MARKETS ETF,P,73517,2240.90
11/10/2021,532777,NAUKRI,ISHARES MSCI EMERGING MARKETS ETF,P,71682,6670.95
11/10/2021,532777,NAUKRI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,71682,6670.95
11/10/2021,524494,IPCALAB,ISHARES MSCI EMERGING MARKETS ETF,P,68135,2334.70
11/10/2021,524494,IPCALAB,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,68135,2334.70
11/10/2021,500550,SIEMENS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,66839,2223.45
11/10/2021,500550,SIEMENS,ISHARES MSCI EMERGING MARKETS ETF,P,66839,2223.45
11/10/2021,532977,BAJAJ-AUTO,ISHARES MSCI EMERGING MARKETS ETF,P,64061,3815.55
11/10/2021,532977,BAJAJ-AUTO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,64061,3815.55
11/10/2021,540005,LTIM,ISHARES MSCI EMERGING MARKETS ETF,P,49198,5983.55
11/10/2021,540005,LTIM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,49198,5983.55
11/10/2021,541729,HDFCAMC,ISHARES MSCI EMERGING MARKETS ETF,P,47677,2893.75
11/10/2021,541729,HDFCAMC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,47677,2893.75
11/10/2021,500420,TORNTPHARM,ISHARES MSCI EMERGING MARKETS ETF,P,47426,3075.30
11/10/2021,500420,TORNTPHARM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,47426,3075.30
11/10/2021,532978,BAJAJFINSV,ISHARES MSCI EMERGING MARKETS ETF,P,35691,17549.45
11/10/2021,532978,BAJAJFINSV,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,35691,17549.45
11/10/2021,500790,NESTLEIND,ISHARES MSCI EMERGING MARKETS ETF,P,31306,18986.45
11/10/2021,500790,NESTLEIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,31306,18986.45
11/10/2021,500387,SHREECEM,ISHARES MSCI EMERGING MARKETS ETF,P,9771,27757.15
11/10/2021,500387,SHREECEM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,9771,27757.15
11/10/2021,532827,PAGEIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,5264,36715.80
11/10/2021,532827,PAGEIND,ISHARES MSCI EMERGING MARKETS ETF,P,5264,36715.80
11/10/2021,500290,MRF,ISHARES MSCI EMERGING MARKETS ETF,P,1847,85860.45
11/10/2021,500290,MRF,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1847,85860.45
20/10/2021,532648,YESBANK,ISHARES MSCI EMERGING MARKETS ETF,P,10206817,13.60
20/10/2021,532648,YESBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,10206817,13.60
20/10/2021,532174,ICICIBANK,ISHARES MSCI EMERGING MARKETS ETF,P,4727272,747.45
20/10/2021,532174,ICICIBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,4727272,747.45
20/10/2021,532555,NTPC,ISHARES MSCI EMERGING MARKETS ETF,P,4376076,149.65
20/10/2021,532555,NTPC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,4376076,149.65
20/10/2021,500209,INFY,ISHARES MSCI EMERGING MARKETS ETF,P,3141364,1822.15
20/10/2021,500209,INFY,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,3141364,1822.15
20/10/2021,532898,POWERGRID,ISHARES MSCI EMERGING MARKETS ETF,P,2874852,198.65
20/10/2021,532898,POWERGRID,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2874852,198.65
20/10/2021,500875,ITC,ISHARES MSCI EMERGING MARKETS ETF,P,2663005,245.95
20/10/2021,500875,ITC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2663005,245.95
20/10/2021,500325,RELIANCE,ISHARES MSCI EMERGING MARKETS ETF,P,2631198,2731.85
20/10/2021,500325,RELIANCE,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2631198,2731.85
20/10/2021,500312,ONGC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2301245,158.60
20/10/2021,500312,ONGC,ISHARES MSCI EMERGING MARKETS ETF,P,2301245,158.60
20/10/2021,532454,BHARTIARTL,ISHARES MSCI EMERGING MARKETS ETF,P,2280385,681.10
20/10/2021,532454,BHARTIARTL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2280385,681.10
20/10/2021,532215,AXISBANK,ISHARES MSCI EMERGING MARKETS ETF,P,2091815,801.65
20/10/2021,532215,AXISBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,2091815,801.65
20/10/2021,530965,IOC,ISHARES MSCI EMERGING MARKETS ETF,P,1663419,133.80
20/10/2021,530965,IOC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1663419,133.80
20/10/2021,500112,SBIN,ISHARES MSCI EMERGING MARKETS ETF,P,1631869,488.20
20/10/2021,500112,SBIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1631869,488.20
20/10/2021,500010,HDFC,ISHARES MSCI EMERGING MARKETS ETF,P,1582436,2822.90
20/10/2021,500010,HDFC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1582436,2822.90
20/10/2021,500570,TATAMOTORS,ISHARES MSCI EMERGING MARKETS ETF,P,1527948,481.90
20/10/2021,500570,TATAMOTORS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1527948,481.90
20/10/2021,500440,HINDALCO,ISHARES MSCI EMERGING MARKETS ETF,P,1485821,533.75
20/10/2021,500440,HINDALCO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1485821,533.75
20/10/2021,532155,GAIL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1453179,155.75
20/10/2021,532155,GAIL,ISHARES MSCI EMERGING MARKETS ETF,P,1453179,155.75
20/10/2021,533278,COALINDIA,ISHARES MSCI EMERGING MARKETS ETF,P,1397997,184.50
20/10/2021,533278,COALINDIA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1397997,184.50
20/10/2021,507685,WIPRO,ISHARES MSCI EMERGING MARKETS ETF,P,1263271,711.55
20/10/2021,507685,WIPRO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1263271,711.55
20/10/2021,517334,MOTHERSON,ISHARES MSCI EMERGING MARKETS ETF,P,1165098,233.35
20/10/2021,517334,MOTHERSON,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1165098,233.35
20/10/2021,500049,BEL,ISHARES MSCI EMERGING MARKETS ETF,P,1133969,206.85
20/10/2021,500049,BEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1133969,206.85
20/10/2021,500295,VEDL,ISHARES MSCI EMERGING MARKETS ETF,P,1047634,371.05
20/10/2021,500295,VEDL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,1047634,371.05
20/10/2021,532281,HCLTECH,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,999615,1232.10
20/10/2021,532281,HCLTECH,ISHARES MSCI EMERGING MARKETS ETF,P,999615,1232.10
20/10/2021,532540,TCS,ISHARES MSCI EMERGING MARKETS ETF,P,851195,3634.15
20/10/2021,532540,TCS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,851195,3634.15
20/10/2021,500520,M&M,ISHARES MSCI EMERGING MARKETS ETF,P,807306,917.50
20/10/2021,500520,M&M,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,807306,917.50
20/10/2021,532955,RECLTD,ISHARES MSCI EMERGING MARKETS ETF,P,792182,157.40
20/10/2021,532955,RECLTD,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,792182,157.40
20/10/2021,500547,BPCL,ISHARES MSCI EMERGING MARKETS ETF,P,787459,453.05
20/10/2021,500547,BPCL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,787459,453.05
20/10/2021,500228,JSWSTEEL,ISHARES MSCI EMERGING MARKETS ETF,P,785596,691.55
20/10/2021,500228,JSWSTEEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,785596,691.55
20/10/2021,524715,SUNPHARMA,ISHARES MSCI EMERGING MARKETS ETF,P,773624,827.35
20/10/2021,524715,SUNPHARMA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,773624,827.35
20/10/2021,500696,HINDUNILVR,ISHARES MSCI EMERGING MARKETS ETF,P,759433,2546.80
20/10/2021,500696,HINDUNILVR,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,759433,2546.80
20/10/2021,540777,HDFCLIFE,ISHARES MSCI EMERGING MARKETS ETF,P,736056,702.80
20/10/2021,540777,HDFCLIFE,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,736056,702.80
20/10/2021,500470,TATASTEEL,ISHARES MSCI EMERGING MARKETS ETF,P,658128,1366.90
20/10/2021,500470,TATASTEEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,658128,1366.90
20/10/2021,500425,AMBUJACEM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,657025,389.35
20/10/2021,500425,AMBUJACEM,ISHARES MSCI EMERGING MARKETS ETF,P,657025,389.35
20/10/2021,532522,PETRONET,ISHARES MSCI EMERGING MARKETS ETF,P,641812,230.75
20/10/2021,532522,PETRONET,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,641812,230.75
20/10/2021,500510,LT,ISHARES MSCI EMERGING MARKETS ETF,P,632833,1846.05
20/10/2021,500510,LT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,632833,1846.05
20/10/2021,500104,HINDPETRO,ISHARES MSCI EMERGING MARKETS ETF,P,595464,323.40
20/10/2021,500104,HINDPETRO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,595464,323.40
20/10/2021,541153,BANDHANBNK,ISHARES MSCI EMERGING MARKETS ETF,P,591392,315.80
20/10/2021,541153,BANDHANBNK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,591392,315.80
20/10/2021,534816,INDUSTOWER,ISHARES MSCI EMERGING MARKETS ETF,P,590987,294.95
20/10/2021,534816,INDUSTOWER,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,590987,294.95
20/10/2021,532755,TECHM,ISHARES MSCI EMERGING MARKETS ETF,P,580664,1539.10
20/10/2021,532755,TECHM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,580664,1539.10
20/10/2021,532868,DLF,ISHARES MSCI EMERGING MARKETS ETF,P,576891,414.45
20/10/2021,532868,DLF,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,576891,414.45
20/10/2021,500800,TATACONSUM,ISHARES MSCI EMERGING MARKETS ETF,P,562626,843.30
20/10/2021,500800,TATACONSUM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,562626,843.30
20/10/2021,500096,DABUR,ISHARES MSCI EMERGING MARKETS ETF,P,543807,605.25
20/10/2021,500096,DABUR,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,543807,605.25
20/10/2021,500247,KOTAKBANK,ISHARES MSCI EMERGING MARKETS ETF,P,507487,2035.35
20/10/2021,500247,KOTAKBANK,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,507487,2035.35
20/10/2021,532921,ADANIPORTS,ISHARES MSCI EMERGING MARKETS ETF,P,465882,792.25
20/10/2021,532921,ADANIPORTS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,465882,792.25
20/10/2021,512070,UPL,ISHARES MSCI EMERGING MARKETS ETF,P,460010,733.70
20/10/2021,512070,UPL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,460010,733.70
20/10/2021,531642,MARICO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,447937,574.30
20/10/2021,531642,MARICO,ISHARES MSCI EMERGING MARKETS ETF,P,447937,574.30
20/10/2021,500087,CIPLA,ISHARES MSCI EMERGING MARKETS ETF,P,440841,906.20
20/10/2021,500087,CIPLA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,440841,906.20
20/10/2021,540719,SBILIFE,ISHARES MSCI EMERGING MARKETS ETF,P,412159,1193.45
20/10/2021,540719,SBILIFE,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,412159,1193.45
20/10/2021,511243,CHOLAFIN,ISHARES MSCI EMERGING MARKETS ETF,P,382914,608.25
20/10/2021,511243,CHOLAFIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,382914,608.25
20/10/2021,532523,BIOCON,ISHARES MSCI EMERGING MARKETS ETF,P,366326,344.40
20/10/2021,532523,BIOCON,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,366326,344.40
20/10/2021,541450,ADANIGREEN,ISHARES MSCI EMERGING MARKETS ETF,P,364477,1181.35
20/10/2021,541450,ADANIGREEN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,364477,1181.35
20/10/2021,500820,ASIANPAINT,ISHARES MSCI EMERGING MARKETS ETF,P,354452,3183.75
20/10/2021,500820,ASIANPAINT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,354452,3183.75
20/10/2021,532424,GODREJCP,ISHARES MSCI EMERGING MARKETS ETF,P,340333,1007.85
20/10/2021,532424,GODREJCP,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,340333,1007.85
20/10/2021,540133,ICICIPRULI,ISHARES MSCI EMERGING MARKETS ETF,P,333373,659.70
20/10/2021,540133,ICICIPRULI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,333373,659.70
20/10/2021,500114,TITAN,ISHARES MSCI EMERGING MARKETS ETF,P,328728,2484.90
20/10/2021,500114,TITAN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,328728,2484.90
20/10/2021,532432,UNITDSPR,ISHARES MSCI EMERGING MARKETS ETF,P,279563,857.30
20/10/2021,532432,UNITDSPR,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,279563,857.30
20/10/2021,532514,IGL,ISHARES MSCI EMERGING MARKETS ETF,P,270896,505.60
20/10/2021,532514,IGL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,270896,505.60
20/10/2021,524804,AUROPHARMA,ISHARES MSCI EMERGING MARKETS ETF,P,264506,712.55
20/10/2021,524804,AUROPHARMA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,264506,712.55
20/10/2021,512599,ADANIENT,ISHARES MSCI EMERGING MARKETS ETF,P,257528,1569.45
20/10/2021,512599,ADANIENT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,257528,1569.45
20/10/2021,500300,GRASIM,ISHARES MSCI EMERGING MARKETS ETF,P,253712,1717.90
20/10/2021,500300,GRASIM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,253712,1717.90
20/10/2021,542066,ATGL,ISHARES MSCI EMERGING MARKETS ETF,P,251650,1421.00
20/10/2021,542066,ATGL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,251650,1421.00
20/10/2021,500034,BAJFINANCE,ISHARES MSCI EMERGING MARKETS ETF,P,251225,7739.30
20/10/2021,500034,BAJFINANCE,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,251225,7739.30
20/10/2021,539254,ADANIENSOL,ISHARES MSCI EMERGING MARKETS ETF,P,240546,1745.05
20/10/2021,539254,ADANIENSOL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,240546,1745.05
20/10/2021,509480,BERGEPAINT,ISHARES MSCI EMERGING MARKETS ETF,P,231950,823.75
20/10/2021,509480,BERGEPAINT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,231950,823.75
20/10/2021,531344,CONCOR,ISHARES MSCI EMERGING MARKETS ETF,P,228893,667.35
20/10/2021,531344,CONCOR,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,228893,667.35
20/10/2021,517354,HAVELLS,ISHARES MSCI EMERGING MARKETS ETF,P,223065,1423.80
20/10/2021,517354,HAVELLS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,223065,1423.80
20/10/2021,500493,BHARATFORG,ISHARES MSCI EMERGING MARKETS ETF,P,218690,791.10
20/10/2021,500493,BHARATFORG,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,218690,791.10
20/10/2021,543066,SBICARD,ISHARES MSCI EMERGING MARKETS ETF,P,217471,1113.75
20/10/2021,543066,SBICARD,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,217471,1113.75
20/10/2021,500257,LUPIN,ISHARES MSCI EMERGING MARKETS ETF,P,204131,938.40
20/10/2021,500257,LUPIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,204131,938.40
20/10/2021,540716,ICICIGI,ISHARES MSCI EMERGING MARKETS ETF,P,198592,1529.20
20/10/2021,540716,ICICIGI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,198592,1529.20
20/10/2021,511218,SHRIRAMFIN,ISHARES MSCI EMERGING MARKETS ETF,P,182735,1427.45
20/10/2021,511218,SHRIRAMFIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,182735,1427.45
20/10/2021,500251,TRENT,ISHARES MSCI EMERGING MARKETS ETF,P,176190,1116.65
20/10/2021,500251,TRENT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,176190,1116.65
20/10/2021,540376,DMART,ISHARES MSCI EMERGING MARKETS ETF,P,151260,4754.55
20/10/2021,540376,DMART,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,151260,4754.55
20/10/2021,500331,PIDILITIND,ISHARES MSCI EMERGING MARKETS ETF,P,141639,2470.85
20/10/2021,500331,PIDILITIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,141639,2470.85
20/10/2021,505200,EICHERMOT,ISHARES MSCI EMERGING MARKETS ETF,P,125911,2703.70
20/10/2021,505200,EICHERMOT,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,125911,2703.70
20/10/2021,532500,MARUTI,ISHARES MSCI EMERGING MARKETS ETF,P,123565,7655.65
20/10/2021,532500,MARUTI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,123565,7655.65
20/10/2021,532488,DIVISLAB,ISHARES MSCI EMERGING MARKETS ETF,P,123256,5192.10
20/10/2021,532488,DIVISLAB,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,123256,5192.10
20/10/2021,533398,MUTHOOTFIN,ISHARES MSCI EMERGING MARKETS ETF,P,117599,1552.40
20/10/2021,533398,MUTHOOTFIN,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,117599,1552.40
20/10/2021,500182,HEROMOTOCO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,109716,2876.05
20/10/2021,500182,HEROMOTOCO,ISHARES MSCI EMERGING MARKETS ETF,P,109716,2876.05
20/10/2021,500124,DRREDDY,ISHARES MSCI EMERGING MARKETS ETF,P,106487,4801.80
20/10/2021,500124,DRREDDY,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,106487,4801.80
20/10/2021,500830,COLPAL,ISHARES MSCI EMERGING MARKETS ETF,P,105793,1636.05
20/10/2021,500830,COLPAL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,105793,1636.05
20/10/2021,500825,BRITANNIA,ISHARES MSCI EMERGING MARKETS ETF,P,99674,3795.90
20/10/2021,500825,BRITANNIA,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,99674,3795.90
20/10/2021,500302,PEL,ISHARES MSCI EMERGING MARKETS ETF,P,95156,2746.70
20/10/2021,500302,PEL,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,95156,2746.70
20/10/2021,532538,ULTRACEMCO,ISHARES MSCI EMERGING MARKETS ETF,P,94321,7170.10
20/10/2021,532538,ULTRACEMCO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,94321,7170.10
20/10/2021,508869,APOLLOHOSP,ISHARES MSCI EMERGING MARKETS ETF,P,93813,4301.05
20/10/2021,508869,APOLLOHOSP,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,93813,4301.05
20/10/2021,539448,INDIGO,ISHARES MSCI EMERGING MARKETS ETF,P,90082,2016.55
20/10/2021,539448,INDIGO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,90082,2016.55
20/10/2021,502355,BALKRISIND,ISHARES MSCI EMERGING MARKETS ETF,P,86280,2584.40
20/10/2021,502355,BALKRISIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,86280,2584.40
20/10/2021,523642,PIIND,ISHARES MSCI EMERGING MARKETS ETF,P,81247,3260.95
20/10/2021,523642,PIIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,81247,3260.95
20/10/2021,533155,JUBLFOOD,ISHARES MSCI EMERGING MARKETS ETF,P,74249,4331.15
20/10/2021,533155,JUBLFOOD,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,74249,4331.15
20/10/2021,500410,ACC,ISHARES MSCI EMERGING MARKETS ETF,P,73517,2242.75
20/10/2021,500410,ACC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,73517,2242.75
20/10/2021,532777,NAUKRI,ISHARES MSCI EMERGING MARKETS ETF,P,71681,6931.55
20/10/2021,532777,NAUKRI,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,71681,6931.55
20/10/2021,524494,IPCALAB,ISHARES MSCI EMERGING MARKETS ETF,P,68134,2342.15
20/10/2021,524494,IPCALAB,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,68134,2342.15
20/10/2021,500550,SIEMENS,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,66838,2311.60
20/10/2021,500550,SIEMENS,ISHARES MSCI EMERGING MARKETS ETF,P,66838,2311.60
20/10/2021,532977,BAJAJ-AUTO,ISHARES MSCI EMERGING MARKETS ETF,P,64061,3911.55
20/10/2021,532977,BAJAJ-AUTO,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,64061,3911.55
20/10/2021,540005,LTIM,ISHARES MSCI EMERGING MARKETS ETF,P,49198,6855.15
20/10/2021,540005,LTIM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,49198,6855.15
20/10/2021,541729,HDFCAMC,ISHARES MSCI EMERGING MARKETS ETF,P,47677,2904.65
20/10/2021,541729,HDFCAMC,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,47677,2904.65
20/10/2021,500420,TORNTPHARM,ISHARES MSCI EMERGING MARKETS ETF,P,47426,3072.95
20/10/2021,500420,TORNTPHARM,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,47426,3072.95
20/10/2021,532978,BAJAJFINSV,ISHARES MSCI EMERGING MARKETS ETF,P,35691,19076.55
20/10/2021,532978,BAJAJFINSV,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,35691,19076.55
20/10/2021,500790,NESTLEIND,ISHARES MSCI EMERGING MARKETS ETF,P,31305,19368.45
20/10/2021,500790,NESTLEIND,ISHARES EMERGING MARKETS INDEX MAURITIUS CO,S,31305,19368.45
